ds,y
2016-08-04,732141.0
2016-08-05,723887.0
2016-08-06,709222.0
2016-08-07,666139.0
2016-08-08,651418.0
2016-08-09,667758.0
2016-08-10,706127.0
2016-08-11,740388.0
2016-08-12,757429.0
2016-08-13,746670.0
2016-08-14,715931.0
2016-08-15,760644.0
2016-08-16,778357.0
2016-08-17,761592.0
2016-08-18,771345.0
2016-08-19,765762.0
2016-08-20,756936.0
2016-08-21,769553.0
2016-08-22,801160.0
2016-08-23,822691.0
2016-08-24,775472.0
2016-08-25,759364.0
2016-08-26,764606.0
2016-08-27,727875.0
2016-08-28,743418.0
2016-08-29,739604.0
2016-08-30,695569.0
2016-08-31,667901.0
2016-09-01,676543.0
2016-09-02,702026.0
2016-09-03,674233.0
2016-09-04,686603.0
2016-09-05,688321.0
2016-09-06,679200.0
2016-09-07,715951.0
2016-09-08,729311.0
2016-09-09,755074.0
2016-09-10,753946.0
2016-09-11,737410.0
2016-09-12,749302.0
2016-09-13,709800.0
2016-09-14,730265.0
2016-09-15,748563.0
2016-09-16,755331.0
2016-09-17,733169.0
2016-09-18,732496.0
2016-09-19,742475.0
2016-09-20,725210.0
2016-09-21,738512.0
2016-09-22,732477.0
2016-09-23,718199.0
2016-09-24,704106.0
2016-09-25,684735.0
2016-09-26,702730.0
2016-09-27,684569.0
2016-09-28,686203.0
2016-09-29,685039.0
2016-09-30,694882.0
2016-10-01,652120.0
2016-10-02,663180.0
2016-10-03,678989.0
2016-10-04,683457.0
2016-10-05,708120.0
2016-10-06,675720.0
2016-10-07,585914.0
2016-10-08,608829.0
2016-10-09,627351.0
2016-10-10,587335.0
2016-10-11,584143.0
2016-10-12,608427.0
2016-10-13,636536.0
2016-10-14,636077.0
2016-10-15,625252.0
2016-10-16,622635.0
2016-10-17,643643.0
2016-10-18,651667.0
2016-10-19,638698.0
2016-10-20,615311.0
2016-10-21,606863.0
2016-10-22,525230.0
2016-10-23,479484.0
2016-10-24,530555.0
2016-10-25,542234.0
2016-10-26,579849.0
2016-10-27,581909.0
2016-10-28,579870.0
2016-10-29,570719.0
2016-10-30,582663.0
2016-10-31,596534.0
2016-11-01,591857.0
2016-11-02,613960.0
2016-11-03,600758.0
2016-11-04,591124.0
2016-11-05,547011.0
2016-11-06,513866.0
2016-11-07,538168.0
2016-11-08,549242.0
2016-11-09,539093.0
2016-11-10,550004.0
2016-11-11,535546.0
2016-11-12,511677.0
2016-11-13,513623.0
2016-11-14,530081.0
2016-11-15,529127.0
2016-11-16,514329.0
2016-11-17,512175.0
2016-11-18,523874.0
2016-11-19,500063.0
2016-11-20,476068.0
2016-11-21,516626.0
2016-11-22,536885.0
2016-11-23,518557.0
2016-11-24,530933.0
2016-11-25,500383.0
2016-11-26,493294.0
2016-11-27,482188.0
2016-11-28,501054.0
2016-11-29,549865.0
2016-11-30,569168.0
2016-12-01,584800.0
2016-12-02,558218.0
2016-12-03,530966.0
2016-12-04,526610.0
2016-12-05,586181.0
2016-12-06,626352.0
2016-12-07,579007.0
2016-12-08,557604.0
2016-12-09,557693.0
2016-12-10,554332.0
2016-12-11,518704.0
2016-12-12,558802.0
2016-12-13,580089.0
2016-12-14,573728.0
2016-12-15,558216.0
2016-12-16,548341.0
2016-12-17,545115.0
2016-12-18,577960.0
2016-12-19,618461.0
2016-12-20,590412.0
2016-12-21,548526.0
2016-12-22,543964.0
2016-12-23,534707.0
2016-12-24,545841.0
2016-12-25,538692.0
2016-12-26,536435.0
2016-12-27,560271.0
2016-12-28,560628.0
2016-12-29,555306.0
2016-12-30,529713.0
2016-12-31,525242.0
2017-01-01,493912.0
2017-01-02,540232.0
2017-01-03,589019.0
2017-01-04,568554.0
2017-01-05,534316.0
2017-01-06,537633.0
2017-01-07,559049.0
2017-01-08,656883.0
2017-01-09,679216.0
2017-01-10,593261.0
2017-01-11,536487.0
2017-01-12,531320.0
2017-01-13,536896.0
2017-01-14,510763.0
2017-01-15,497143.0
2017-01-16,521319.0
2017-01-17,542508.0
2017-01-18,543034.0
2017-01-19,547783.0
2017-01-20,548803.0
2017-01-21,538033.0
2017-01-22,545261.0
2017-01-23,538051.0
2017-01-24,514901.0
2017-01-25,524936.0
2017-01-26,531590.0
2017-01-27,538219.0
2017-01-28,540728.0
2017-01-29,569773.0
2017-01-30,582718.0
2017-01-31,601367.0
2017-02-01,546390.0
2017-02-02,534547.0
2017-02-03,534592.0
2017-02-04,521237.0
2017-02-05,524720.0
2017-02-06,547987.0
2017-02-07,560148.0
2017-02-08,574575.0
2017-02-09,593445.0
2017-02-10,546755.0
2017-02-11,527095.0
2017-02-12,510285.0
2017-02-13,536774.0
2017-02-14,556432.0
2017-02-15,559050.0
2017-02-16,547435.0
2017-02-17,541084.0
2017-02-18,514643.0
2017-02-19,530586.0
2017-02-20,545787.0
2017-02-21,535361.0
2017-02-22,520710.0
2017-02-23,512490.0
2017-02-24,541095.0
2017-02-25,538711.0
2017-02-26,521618.0
2017-02-27,560684.0
2017-02-28,593755.0
2017-03-01,598785.0
2017-03-02,592520.0
2017-03-03,548844.0
2017-03-04,511720.0
2017-03-05,481726.0
2017-03-06,497304.0
2017-03-07,518134.0
2017-03-08,542134.0
2017-03-09,560861.0
2017-03-10,564608.0
2017-03-11,545965.0
2017-03-12,514197.0
2017-03-13,545196.0
2017-03-14,543905.0
2017-03-15,534131.0
2017-03-16,583860.0
2017-03-17,560457.0
2017-03-18,503740.0
2017-03-19,482073.0
2017-03-20,519439.0
2017-03-21,524706.0
2017-03-22,538210.0
2017-03-23,556337.0
2017-03-24,533900.0
2017-03-25,520848.0
2017-03-26,531084.0
2017-03-27,570210.0
2017-03-28,584997.0
2017-03-29,614752.0
2017-03-30,617056.0
2017-03-31,620134.0
2017-04-01,599182.0
2017-04-02,603528.0
2017-04-03,661506.0
2017-04-04,646380.0
2017-04-05,653150.0
2017-04-06,648286.0
2017-04-07,517136.0
2017-04-08,482873.0
2017-04-09,491647.0
2017-04-10,541092.0
2017-04-11,558263.0
2017-04-12,574380.0
2017-04-13,587145.0
2017-04-14,578525.0
2017-04-15,571587.0
2017-04-16,563975.0
2017-04-17,582948.0
2017-04-18,606354.0
2017-04-19,619899.0
2017-04-20,613632.0
2017-04-21,605143.0
2017-04-22,587096.0
2017-04-23,583481.0
2017-04-24,597424.0
2017-04-25,567210.0
2017-04-26,585679.0
2017-04-27,678651.0
2017-04-28,722745.0
2017-04-29,712188.0
2017-04-30,677285.0
2017-05-01,706188.0
2017-05-02,693708.0
